Author,AvgDailyMessageCount,YearMonth,Hour
MDEX.COM#5916,1.0,2021-06,1
MDEX.COM#5112,1.0,2021-06,0
MD#3013,1.0,2021-05,1
MC Doraemon#7997,1.0,2022-07,5
MB.#2457,1.0,2021-11,1
MAXX#4114,1.0,2021-11,7
MATETSU#6778,1.0,2022-06,21
M0NCH3R1#3522,1.0,2022-07,20
LukeShawIsMyGod#4889,1.0,2022-03,1
M. O. D#0429,1.0,2021-07,8
Lß┤ç╩ƒß┤ç        πé╖#1529,1.0,2022-07,21
Lylah Kline#6741,1.0,2021-05,5
Lycheee#1873,1.0,2022-06,11
LuvJade#8755,1.0,2022-07,5
Lush#8853,1.0,2022-07,19
Lurthercampbell#9575,1.0,2022-05,21
Lupo#0743,1.0,2022-03,9
Lune#6313,1.0,2022-07,5
Mark Andrew#9018,1.0,2021-09,2
Marko_Sanitas#6923,1.0,2022-01,14
Mosh├¬#1919,1.0,2022-07,21
Minty#2259,1.0,2022-07,22
Minidivacat#6870,1.0,2021-07,11
Minh#8394,1.0,2021-06,5
MinaРrotocol#5335,1.0,2021-05,5
Milos#0502,1.0,2022-07,23
Miles Purdy#2931,1.0,2021-06,5
Mikey#6642,1.0,2019-12,22
Mike_#4031,1.0,2020-11,20
Mike Kal#2017,1.0,2019-12,10
Mike Foster#0473,1.0,2021-09,18
Mikaaa#6368,1.0,2022-07,19
Miia#3024,1.0,2022-07,5
MiguelBits#2642,1.0,2022-04,23
Miguel.#0216,1.0,2022-07,5
Mido#4987,1.0,2022-03,17
Michëäl S.#9009,1.0,2021-06,21
Micheal Dapps#2066,1.0,2021-05,0
Michaell#0623,1.0,2022-07,5
MichaelYu#1109,1.0,2021-07,15
MichaelMitchell | Toshimeta#8167,1.0,2022-04,0
Michael Kong#2221,1.0,2021-06,21
Michael H#1613,1.0,2021-09,22
Mino#6513,1.0,2021-08,4
MinаPrоtосol#1616,1.0,2021-05,5
Marlin#0727,1.0,2022-07,21
MinаPrоtосоl#2209,1.0,2021-05,5
Morty#0861,1.0,2021-09,0
Mophen#9466,1.0,2022-07,5
Moon-Assistant Marketing#6005,1.0,2022-03,2
Moog#8652,1.0,2021-05,1
MoneyJam#5376,1.0,2022-06,1
MoneYT#4921,1.0,2022-03,7
Monaa#8294,1.0,2022-07,22
Moderator1#2079,1.0,2021-10,5
Moderator/Help#0980,1.0,2022-01,19
Moderator#8570,1.0,2021-12,15
Moderator#7408,1.0,2022-08,18
Moderator#3112,1.0,2021-07,16
Moderator#2100,1.0,2021-09,3
Mod#7427,1.0,2022-06,6
MkUltra#4571,1.0,2022-07,2
Miyamura#9825,1.0,2022-07,5
Mitchy#5262,1.0,2022-04,22
Miss_RodDebuff#5508,1.0,2022-07,22
Miss Flavie Willms#3294,1.0,2021-08,22
Mira|Techassistant✪#2461,1.0,2021-07,22
Miope#1217,1.0,2022-08,1
Mia<3#2826,1.0,2022-07,5
Mi Ng#8793,1.0,2021-11,16
Mhairi#2271,1.0,2021-05,23
MexicannotFrench#9110,1.0,2022-07,5
Matter#1212,1.0,2022-06,23
Mattcraft#3165,1.0,2022-07,20
Matt_Ocean#9337,1.0,2020-06,2
MattJohnson__#5966,1.0,2020-11,2
Matt L#2975,1.0,2022-07,3
Matinn#4505,1.0,2021-12,15
MatheusR#1161,1.0,2020-01,7
Materiann#8833,1.0,2022-07,5
MasterStar0#0725,1.0,2022-07,5
Massimo#6653,1.0,2022-01,19
Masoud#9992,1.0,2021-05,9
Mason T.#0853,1.0,2022-06,5
Maruvin#0869,1.0,2022-07,16
Martintech✪#2774,1.0,2021-10,5
Martin Doyle#8784,1.0,2021-06,1
Martin Cooper#3162,1.0,2021-12,18
Martijn#0312,1.0,2022-03,19
MartianIsReal#3524,1.0,2022-07,5
MartRoks#3470,1.0,2022-06,15
MarsΓäó#2134,1.0,2022-07,19
Mars Solar#0221,1.0,2022-07,5
Matter#2992,1.0,2022-06,22
Matthews | Dev#2238,1.0,2022-05,6
Matthias Kramer#2297,1.0,2021-06,23
MeitZ#4621,1.0,2022-07,17
Metric#3663,1.0,2022-07,5
Metaglitch#6710,1.0,2022-07,18
MetaSarunas#0342,1.0,2022-06,4
Mercury#9439,1.0,2022-07,5
Merco13#2522,1.0,2021-12,5
Mercedes#8482,1.0,2022-07,20
Meny#1856,1.0,2022-07,5
Memphis Raines#2079,1.0,2021-10,11
Mellymeow#8222,1.0,2021-10,17
Mehran.em#1590,1.0,2022-06,17
MaulGore#6471,1.0,2021-12,3
MehdiB#4507,1.0,2022-04,7
Meffen#5438,1.0,2021-05,3
McJeffrey#6473,1.0,2021-10,20
Mayur#7177,1.0,2022-01,1
MaxxDoShark#3772,1.0,2022-07,21
MaxxDoShark#2251,1.0,2022-07,21
Maximui#9363,1.0,2022-07,5
Maximilian Lemberg#4339,1.0,2022-05,19
Maurizio#3393,1.0,2021-08,6
Eula#1571,1.0,2022-01,9
Eudaimonia#7996,1.0,2021-06,23
Ethan Scherrer#9470,1.0,2020-04,5
AP#9506,1.0,2021-11,3
ANdreea#2799,1.0,2022-02,18
AN#0068,1.0,2019-08,12
ALIXES#9003,1.0,2022-08,1
AJ#3165,1.0,2023-06,1
AJ MASELLA#4744,1.0,2022-07,16
AFS97#1017,1.0,2021-11,2
AB.Rao#1996,1.0,2020-06,0
AA.#1429,1.0,2022-07,5
A..#4536,1.0,2022-06,2
A-Omonu#0066,1.0,2021-11,3
A l├¡ n├¿#2388,1.0,2022-07,19
A E#9806,1.0,2022-07,20
>w<#5481,1.0,2022-07,5
<inari!>#2437,1.0,2022-07,18
<3.#5651,1.0,2022-07,5
< cyberzpice 3#0305,1.0,2022-07,5
; !! valentine ≡ƒªç#6889,1.0,2022-07,5
99d5ifi65pu#6401,1.0,2021-12,21
8forty3,1.0,2023-12,12
899eth,1.0,2020-11,18
88mph0088,1.0,2019-11,8
AOII | NFT Lord💰#1071,1.0,2021-05,21
ASH#6531,1.0,2022-07,21
7entropy7,1.0,2021-06,14
ASHISHSOMANI#2727,1.0,2022-06,22
Adventure Time#5424,1.0,2021-06,7
Adriano✪#2184,1.0,2021-05,2
Administrative support#1973,1.0,2022-04,17
Adeyemi Segun#6578,1.0,2021-09,0
AddiDaddi#0486,1.0,2022-07,21
Adams Smith#1549,1.0,2021-06,10
Adamo Miquelini#6061,1.0,2021-10,0
Adamizer1#6735,1.0,2022-02,9
Adamdev#6963,1.0,2021-10,20
AdamK#4158,1.0,2022-07,18
Adalgiso#7822,1.0,2021-09,1
Acit#7453,1.0,2022-07,5
Achintya#0252,1.0,2021-06,11
Acheron8888#9004,1.0,2021-06,17
Aceng#1163,1.0,2022-07,5
AbsurdityYT#6893,1.0,2022-07,21
Abiyyi#9339,1.0,2022-07,5
AbigailBear#8309,1.0,2022-07,22
Aarongarrard#1361,1.0,2022-08,12
Aaron MOD#0202,1.0,2022-07,2
AVP2009#1275,1.0,2021-05,13
7sigma,1.0,2022-06,7
7_1  ≡¥É┤≡¥É╡&  _$#8852,1.0,2022-07,5
Ethan S#5001,1.0,2020-06,7
21notorious#6263,1.0,2021-06,1
1pathvision,1.0,2019-12,5
1linkrus1#4553,1.0,2021-06,23
1busyguy,1.0,2021-02,22
17656432515#2459,1.0,2022-08,18
17' τù¢#1379,1.0,2022-07,21
164-99#1441,1.0,2020-04,17
123121244,1.0,2022-07,19
11101062,1.0,2021-08,18
10xer,1.0,2021-11,6
10x#8227,1.0,2022-07,19
10ponds#0542,1.0,2021-03,3
1020kyl,1.0,2022-05,21
100x5451,1.0,2021-10,18
1002cary1002,1.0,2021-11,22
0xwiji,1.0,2021-05,0
0xvincenzo,1.0,2022-06,12
0xvgm,1.0,2022-07,5
0xtommmy,1.0,2022-08,13
0xtherin,1.0,2022-04,8
0xsunny#7280,1.0,2020-04,1
0xstrawhat,1.0,2022-03,14
1slopes,1.0,2020-02,5
21sat,1.0,2021-11,13
7GhR [M•D]#2450,1.0,2022-04,8
2557.eth,1.0,2020-10,10
6ejiblu#2504,1.0,2021-05,12
6cryptomoves9#9900,1.0,2022-01,16
69s69s69#9858,1.0,2022-07,5
63_raed_36,1.0,2022-08,0
5h1n0b1,1.0,2023-09,5
4ntron,1.0,2022-01,3
4Girlsdeep#0240,1.0,2022-03,17
44angelfaced,1.0,2021-10,7
44?#0366,1.0,2022-07,5
43#3317,1.0,2022-07,19
4155308928#6230,1.0,2021-10,4
3rag0n,1.0,2022-05,18
3labs#6432,1.0,2019-12,16
3hlth#6187,1.0,2021-12,1
3Trey#8110,1.0,2022-07,5
3Geeks | WeDataNation#2397,1.0,2022-05,19
39on#2390,1.0,2022-06,14
313DV#0157,1.0,2022-07,16
2oran,1.0,2021-11,20
2arthur8,1.0,2022-03,0
27584824#9078,1.0,2021-11,17
Aedro#3403,1.0,2022-07,22
Ageee#6823,1.0,2022-02,22
Agent Mahone#5962,1.0,2022-03,19
Aquarius#0688,1.0,2022-03,4
Apputtan#7977,1.0,2022-08,14
Anuj#8604,1.0,2021-06,6
Anti bot#6497,1.0,2022-06,2
AnthonySarmiento#4522,1.0,2021-06,11
Ansh#4912,1.0,2021-11,1
Announcement#7844,1.0,2022-06,21
Announcement#6458,1.0,2022-06,21
AnneTeak#6415,1.0,2022-02,22
AnnaT#6201,1.0,2022-05,12
Anna8807#9922,1.0,2022-04,3
Anna0123#6728,1.0,2022-04,2
Anna Perkins#7773,1.0,2021-10,7
Anji_1914#8831,1.0,2022-06,8
Anhel#0473,1.0,2022-07,19
Anh#1576,1.0,2022-04,10
AngryZellers#6442,1.0,2022-07,19
AngieGaris#1661,1.0,2021-10,18
Angelina_#5083,1.0,2022-07,20
Angel#2088,1.0,2021-11,14
Angel <3.#0757,1.0,2022-07,5
Andyy≡ƒÄë#2122,1.0,2022-07,20
AquaFatal#7430,1.0,2022-06,15
ArKatict#9010,1.0,2022-07,5
Ailina#2260,1.0,2022-07,19
Araf2009#1810,1.0,2022-07,19
Autisdt#4875,1.0,2022-07,21
Atom#7131,1.0,2021-07,0
Atlantis DAO#2358,1.0,2021-05,14
Atlanswer#7957,1.0,2022-06,15
Asupercoolguy#9210,1.0,2021-11,2
Assist Desk l Tech#5044,1.0,2021-05,11
AskMartin#0801,1.0,2021-10,4
AskDiana#0417,1.0,2021-10,3
Asian F1sh#7841,1.0,2022-07,18
Ashy#2933,1.0,2022-07,18
Arvo S. Longshanks#9932,1.0,2021-11,20
Aruvinsan#6426,1.0,2022-08,5
Artifax#7941,1.0,2021-10,16
Arthem#3065,1.0,2021-12,22
Artem$$$#5151,1.0,2022-04,0
ArtAlchemist#2820,1.0,2021-08,6
Aroony#6010,1.0,2022-07,19
Aria#3898,1.0,2022-12,16
Ari_alias#6257,1.0,2022-03,1
Arham#9409,1.0,2021-09,1
ArcadeCat#8706,1.0,2022-07,5
Andy1#7321,1.0,2021-12,20
AndriiKra#3739,1.0,2022-04,22
Andrewww#3064,1.0,2022-07,16
Andrew_Stein#8805,1.0,2021-08,12
Algii#3436,1.0,2022-07,21
Alexpuddy#1307,1.0,2022-07,20
Alexjdlroca_#9423,1.0,2021-12,18
AlexiaTheMarten#8332,1.0,2021-11,17
Alexdrabik#7793,1.0,2022-04,0
Alexandre 11#2338,1.0,2021-08,6
AlexanderRage#9569,1.0,2022-03,22
AlexWhyDontWe#1422,1.0,2022-07,5
Alex._core#8655,1.0,2022-08,1
Alex b#0699,1.0,2021-11,14
Ale borda#2295,1.0,2021-12,2
Aldair Γ¥ñ#9731,1.0,2022-07,19
Alcide#1355,1.0,2022-07,5
Alberto Menegazzi#1380,1.0,2021-10,13
Al7erEgo#8382,1.0,2022-07,21
Akira.Banzai#7282,1.0,2021-11,22
Akemi Hime#9370,1.0,2022-07,19
Ak'#1885,1.0,2022-07,5
Airmilez#7429,1.0,2022-07,5
Ainn Nala Γ£º#1398,1.0,2022-07,20
Aimata#1177,1.0,2021-11,1
Algotti#6580,1.0,2022-04,17
Ali Yaren#7270,1.0,2022-07,19
Ali Z#2910,1.0,2022-05,22
Amx17#2378,1.0,2022-07,5
Andrei°#5122,1.0,2021-06,16
Andrei Jikh#6635,1.0,2019-10,16
Andra#9113,1.0,2022-07,20
Anderson91#6902,1.0,2021-06,7
Anas#6222,1.0,2022-01,22
Ana_Ocean#0497,1.0,2021-05,20
Ana | Skytale#9938,1.0,2022-02,22
AnPrimeLab#8420,1.0,2022-04,2
An1mE_Vik>-<#5725,1.0,2022-07,5
Amos Lowe | Ankr#3160,1.0,2021-10,6
Alice09#0787,1.0,2023-05,20
AmarisFloyd#5863,1.0,2022-07,16
Ama#9970,1.0,2022-07,19
Aluerris#4784,1.0,2022-07,5
Altay#1232,1.0,2022-07,20
Alsia#4728,1.0,2022-07,5
Alpha Volksheld der Vaderlands#3207,1.0,2022-07,18
Alonso marquez#8074,1.0,2021-06,8
Allen.eth#1458,1.0,2022-02,10
Allein#4229,1.0,2022-07,5
0xstan,1.0,2022-07,2
0xssupport,1.0,2022-06,3
0xspk,1.0,2022-04,23
.billjones,1.0,2022-04,20
.barkor,1.0,2022-07,7
.astroherb,1.0,2022-07,15
.ankit.s,1.0,2022-01,11
.anatix,1.0,2023-02,22
.amkk,1.0,2022-04,15
.ainste,1.0,2022-02,2
.aidan.h,1.0,2022-06,1
.adrian232,1.0,2022-07,15
._.ba._.,1.0,2021-05,5
.SoKittyΓ¥Ñ#9893,1.0,2022-07,21
.Hugo.#7536,1.0,2022-07,20
.Hugo.#4745,1.0,2021-05,1
.6l1tch,1.0,2022-06,14
.0xjeremy,1.0,2021-06,16
".....      ,,,,#1549",1.0,2022-07,5
-peanut#1385,1.0,2022-07,5
-_-_-_-_-_-#1360,1.0,2022-07,20
+≡¥ÿ¿≡¥ÿó≡¥ÿ¿≡¥ÿª#5983,1.0,2022-07,19
+31#5131,1.0,2022-07,20
*πâÖπé»πâêπâ½*#0947,1.0,2022-07,19
* ß₧╡#4720,1.0,2022-07,5
.bhvn,1.0,2022-05,21
.boshuda,1.0,2022-01,6
.hieroglitch,1.0,2021-05,0
.chesse,1.0,2022-04,22
.henrycn,1.0,2020-12,19
.harryjade,1.0,2021-04,3
.g4wqe9.tyq_.qhtd_fhgpaheej.bwr_,1.0,2022-01,20
.fuschu,1.0,2022-03,3
.fullvaluedan,1.0,2022-02,22
.freiheit,1.0,2022-06,13
.forthedream,1.0,2022-04,22
.filom,1.0,2022-06,19
.filimonoff,1.0,2021-06,0
.eltonl,1.0,2021-07,21
.drcc,1.0,2022-01,21
.dogpie,1.0,2020-05,19
.djcrypto,1.0,2020-12,18
.distributeddoge,1.0,2021-12,3
.diegonogueira,1.0,2022-08,1
.dazednconfuzed,1.0,2021-10,7
.danwolf,1.0,2022-05,20
.cryptowaves,1.0,2022-06,3
.contadino,1.0,2022-04,22
.cjes,1.0,2022-06,20
.chris50,1.0,2022-06,9
)ray#7166,1.0,2019-10,16
(.)(.)#0468,1.0,2022-07,5
'┼üurxy#5362,1.0,2022-07,5
$4R4Ω¿ä#0670,1.0,2022-07,19
! tania#1058,1.0,2022-07,21
! saucy#6517,1.0,2022-07,5
! kza#1729,1.0,2022-07,18
! farrel#3564,1.0,2022-07,5
! dudinha#6979,1.0,2022-07,21
! ZAI#7665,1.0,2022-07,18
! Twex#0820,1.0,2022-07,19
! Shin#6224,1.0,2022-07,5
! Shin#5172,1.0,2022-07,20
! JyreeW#5491,1.0,2022-07,21
! Destroyer#7686,1.0,2022-07,21
! Bombo#5178,1.0,2022-07,19
! Ayman#5155,1.0,2022-07,18
! Alix#5968,1.0,2022-07,18
! 1337#5778,1.0,2019-11,1
! 0000#0530,1.0,2022-07,19
!  tufinhax#0184,1.0,2022-07,18
!  Moath#6029,1.0,2022-07,22
!  Arii#5937,1.0,2022-07,21
!   ajjaxx.xp#8310,1.0,2022-07,21
!   SΓêåM#2947,1.0,2022-07,5
! youth 21#0413,1.0,2022-07,5
! πâîπâ╝πâëπâ½#9573,1.0,2022-07,19
! ≡¥Öì≡¥Ö₧≡¥Öÿ≡¥Öá≡¥Öñ X Rixxko#1261,1.0,2022-07,19
!misha#7008,1.0,2022-07,5
$$#4017,1.0,2022-07,5
$ icvdr#7897,1.0,2022-07,19
"""munka""#6694",1.0,2022-07,20
"""""#6780",1.0,2022-07,5
!╪│╪¿┘ê┘â╪º-->SBOKA#7810,1.0,2022-07,18
!πÇÄ≡ƒâÅπÇÅΓ£ÿ HosamΓÖá Γ£ÿ|#8293,1.0,2022-07,5
!α╕┐╬ÿWIEΓè▒#6324,1.0,2022-07,5
!vini7_fxp_≡ƒñ¼#0600,1.0,2022-07,19
!pexa#9552,1.0,2022-07,21
!madii#0970,1.0,2022-07,21
! ≡¥æ║≡¥Æî≡¥ÆÜ#5955,1.0,2022-07,19
!gia#8639,1.0,2022-07,19
!canadianwhale#9132,1.0,2021-07,14
!Mrozi w chuj mordo#4700,1.0,2022-07,5
!KiriΓ¥ñWash#5002,1.0,2022-07,18
!!ASKMICHEAL#7952,1.0,2021-10,4
!!!Dunha#4722,1.0,2022-07,5
!! Chikit0.comΓ¥ñ#5661,1.0,2022-07,5
! 𝙆𝙖𝙡𝙞𝙘𝙘#5900,1.0,2022-07,18
! ≡¥ûÿ≡¥ûÜ≡¥ûç ≡¥ûÖ ≡ûñÉ#6503,1.0,2022-07,5
.herve76,1.0,2019-09,21
.hrafa,1.0,2022-05,23
0xspades#1165,1.0,2022-05,0
0xakii,1.0,2022-02,11
0x_unmd#0810,1.0,2021-06,14
0xLeo#4587,1.0,2022-06,6
0xGod#7193,1.0,2020-05,1
0xCM#7201,1.0,2022-07,11
0xC01DFEED#0498,1.0,2022-01,5
0x49Fe#3240,1.0,2022-02,2
0x2sigma#1739,1.0,2022-04,3
0x#5443,1.0,2021-11,23
0x Chain | Cmt#3384,1.0,2021-11,5
0wnsecurity.0.2.1,1.0,2021-12,19
0rigyn,1.0,2022-04,18
0li#9947,1.0,2022-07,21
0_07074,1.0,2023-10,15
090#6407,1.0,2022-07,20
08350,1.0,2019-09,10
"02' Revolution, Q!#0575",1.0,2022-07,5
010001#1006,1.0,2021-06,20
0000aaa__.,1.0,2022-06,17
//#9751,1.0,2022-08,6
.𝔅𝔞𝔯𝔦𝔰 (and festive dodo)#8621,1.0,2022-06,23
.zarias,1.0,2022-01,4
0x_yoshi,1.0,2023-12,22
0xakina,1.0,2022-04,23
.igniter,1.0,2022-05,15
0xaleph,1.0,2021-11,20
0xsececiy683#8319,1.0,2022-03,3
0xsami,1.0,2021-07,3
0xrock,1.0,2021-08,20
0xrishabh,1.0,2022-01,21
0xnestor,1.0,2020-06,3
0xleopard.btc,1.0,2023-08,9
0xjsn#8510,1.0,2021-09,20
0xjoe#4551,1.0,2021-12,9
0xjcn,1.0,2021-12,15
0xhess,1.0,2022-08,4
0xgigi,1.0,2021-09,4
0xdevving,1.0,2021-02,18
0xdemo,1.0,2020-04,8
0xdadab,1.0,2020-06,2
0xcloud,1.0,2022-06,2
0xcii.,1.0,2022-04,11
0xcii,1.0,2021-07,10
0xcech,1.0,2022-06,5
0xbuBby#5543,1.0,2021-06,22
0xbalrog,1.0,2022-04,3
0xarjan,1.0,2022-04,23
.zanzi,1.0,2022-05,14
.yonghuang,1.0,2022-04,5
.westboi,1.0,2021-11,5
.web3scout,1.0,2021-06,20
.rbace,1.0,2021-12,13
.rafmont,1.0,2022-03,6
.rafamelo,1.0,2022-03,9
.r0gg3r,1.0,2022-08,1
.plebjoehny,1.0,2021-07,2
.phoenixborealis,1.0,2022-04,5
.panelist,1.0,2021-11,12
.nolandbeyond,1.0,2021-11,15
.michaeldo,1.0,2022-06,1
.meaningoflife,1.0,2021-12,3
.matt6,1.0,2021-05,2
.luxemborg,1.0,2022-08,3
.luxane,1.0,2021-12,13
.lomdi.,1.0,2021-11,16
.kibah,1.0,2022-08,5
.kapitaaaan,1.0,2022-03,15
.jusi,1.0,2021-12,12
.julierobb12,1.0,2023-06,3
.jincz,1.0,2022-04,18
.jalsyx#4804,1.0,2022-07,5
.itsbomber,1.0,2022-06,5
.rewired,1.0,2020-06,22
.rohirim,1.0,2021-05,21
.rokyen,1.0,2022-03,6
.sybr,1.0,2022-09,8
.wayne_24,1.0,2022-01,6
.vaamx,1.0,2022-03,7
.triplenickel,1.0,2021-11,8
.trieu.le,1.0,2022-01,23
.treelady,1.0,2022-07,5
.thomasng,1.0,2022-08,10
.thisisfrank,1.0,2022-07,9
.tawros,1.0,2021-09,8
.talisman_,1.0,2021-11,9
.suparad,1.0,2021-11,14
.rubensg,1.0,2022-06,21
.stockmind,1.0,2021-05,7
.stinkyjacky,1.0,2021-05,19
.sparkus,1.0,2021-05,5
.spaceriot,1.0,2021-12,8
.snoxe,1.0,2022-05,18
.sholeys#1830,1.0,2022-07,20
.severoni,1.0,2021-11,0
.sandipan,1.0,2021-05,20
.sanchopansa,1.0,2022-07,7
Ava_HD#6578,1.0,2022-06,23
Avicii┬ª(#3502,1.0,2022-07,5
Avinash#6248,1.0,2021-07,17
David Guarin#9462,1.0,2021-12,15
DataUnion Foundation#1870,1.0,2021-08,1
Dashyy#7539,1.0,2022-07,5
Darrell#7519,1.0,2021-12,0
Darkness_2060#9842,1.0,2022-07,5
Dark Place#7153,1.0,2022-07,5
Dariush051#9570,1.0,2021-05,22
DariaDziouba#0106,1.0,2021-09,21
Darby#4585,1.0,2021-05,2
Danny Γ£ñ#0879,1.0,2022-07,19
Danny Claros (BDE)#3867,1.0,2021-11,9
Danila237#3305,1.0,2021-06,23
DanilGL#2974,1.0,2022-03,4
Daniel Phan#7362,1.0,2021-09,16
DanC#4763,1.0,2022-04,18
Damian#8802,1.0,2022-02,13
Damanis#1412,1.0,2022-02,22
Damaaj#8451,1.0,2022-06,15
Dale45#8549,1.0,2021-04,13
DaiMaou#7942,1.0,2022-07,21
Daenielelel#9446,1.0,2022-07,19
DaddyD#0565,1.0,2022-07,5
DaveMod✪#5473,1.0,2021-06,22
Davinci#3120,1.0,2022-07,5
Desperate ApeWives#3175,1.0,2021-12,4
Davmask#1223,1.0,2021-05,23
Desk Help#6801,1.0,2021-12,20
Derek2217#6243,1.0,2021-10,22
Depressivo;#6861,1.0,2022-07,18
Denver_XGP Official#8270,1.0,2022-07,12
Denny#6990,1.0,2022-05,16
Denko Mancheski#9326,1.0,2022-05,4
Demoniarc | Ocean Protocol#8218,1.0,2022-05,16
Demantle#2211,1.0,2022-03,22
Delsin#0858,1.0,2022-07,20
Delirious Audience#7614,1.0,2021-09,3
DegenXanana#1198,1.0,2022-08,23
Definitely not ash#3183,1.0,2022-07,5
Deepanshu Hooda#2096,1.0,2021-05,0
Deepansha#8248,1.0,2022-02,15
Deep-Man#7943,1.0,2022-07,5
Deel#0698,1.0,2022-07,5
DeborahStoneTV#7206,1.0,2022-02,21
Deadman#1267,1.0,2022-07,5
DeV#4238,1.0,2021-11,4
De Ghaim#4255,1.0,2022-06,18
Daxidion#8230,1.0,2022-07,21
Dada#1738,1.0,2021-08,17
DX.flavin#4575,1.0,2022-07,19
DRK#7372,1.0,2022-07,19
DM| FARRAH#4144,1.0,2021-07,17
Crivi#1560,1.0,2022-07,5
Cripple Joestar#8198,1.0,2022-07,5
CrazyDg99#7643,1.0,2021-10,4
CrYpToLoGiC#4649,1.0,2022-06,17
Cr7 matador de mobile#9208,1.0,2022-07,5
Coronor116#1062,1.0,2022-07,20
Cordzilla#2740,1.0,2022-04,2
CooolCat#3321,1.0,2022-07,17
ControlDesk#2306,1.0,2021-10,18
Control Desk#7687,1.0,2021-05,4
Constan#2585,1.0,2020-06,21
Community_Manager#5065,1.0,2022-02,17
Community_Coordinator#4765,1.0,2021-08,4
Community Moderator  🔴 HELP#4676,1.0,2021-05,5
Community Manager#7464,1.0,2021-05,23
Community MOD ⚫ | Need HELP ❓#4026,1.0,2021-05,3
Community Hotline#7652,1.0,2021-05,5
Community Hotline#3244,1.0,2021-05,4
Community Helpdesk#7465,1.0,2021-07,7
Command desk#1683,1.0,2021-04,11
Command Desk#4465,1.0,2021-06,8
Crocow#5846,1.0,2022-07,5
Cryptanish#1543,1.0,2020-06,16
Crypto Rewards#5350,1.0,2021-05,5
Cynthiaa#8348,1.0,2020-02,1
DIMO-Perun#6288,1.0,2021-11,4
DIEGUI├æO#0564,1.0,2022-07,21
DFKSupport#9565,1.0,2022-07,15
DEEZ#2970,1.0,2022-07,5
DBZ#3718,1.0,2022-08,5
DAVE ||  Development Team#6749,1.0,2021-11,3
D34th7y#0475,1.0,2022-07,5
D2#4411,1.0,2022-02,2
D Niftyz.io Britney Spears#6335,1.0,2022-07,1
Cyber_lodii#0034,1.0,2022-04,8
CryptoBlocks#1278,1.0,2022-03,11
Cyber#7310,1.0,2022-07,5
CyaxUt | okuru.xyz#9962,1.0,2022-07,18
CustomerSupport#6796,1.0,2021-06,17
Customer Support#2901,1.0,2021-06,19
CupcakeLyrka#6584,1.0,2022-04,1
Ctrlaltf | AAve#6275,1.0,2022-06,7
CryptoRowdyCamper#8972,1.0,2022-06,11
CryptoKing#5901,1.0,2022-05,22
CryptoJayjay2#0212,1.0,2022-01,11
Desperate ApeWives#2557,1.0,2021-12,4
Desperate ApeWives#4041,1.0,2021-12,4
CoinYoda72#0256,1.0,2022-02,17
Elena ≡ƒìô#1972,1.0,2022-07,19
El__89#8005,1.0,2022-05,20
El Tor0#6730,1.0,2021-05,14
Eilish#1780,1.0,2021-12,20
Egor_Shmelev#6935,1.0,2022-07,5
Edyth Kohler#2289,1.0,2021-08,22
EddieWhooper#1818,1.0,2022-02,16
Ebenezer Roland#1372,1.0,2021-09,3
Eagle_1#9066,1.0,2021-12,11
ECE═ƒΓïåΓƒÉΓ£½ΓùêΓ¥ìα┐É#6705,1.0,2022-07,21
EARL#0102,1.0,2022-07,19
E Com Dave#4422,1.0,2021-12,5
D╩î╔ù O╩å D╔ÿv╔⌐╔¡#0647,1.0,2022-07,5
D├╢u~Yi#0935,1.0,2022-07,5
Dylan|Team#2144,1.0,2021-07,4
DxTr#9828,1.0,2022-08,1
Dvlahic#4361,1.0,2022-07,18
Dutymutti#6190,1.0,2022-08,22
DutchSaint#9778,1.0,2022-08,0
Dupin#4440,1.0,2019-10,10
Dumbass#6572,1.0,2021-11,14
DuckWiz#5532,1.0,2022-07,19
ElectrochemicalApe#4669,1.0,2021-03,3
Elequith#8019,1.0,2022-07,5
Desperate ApeWives#4223,1.0,2021-12,4
Elian#2787,1.0,2022-08,23
EternalVentures#6892,1.0,2021-11,7
Esthe#2370,1.0,2022-07,5
Esspert#9600,1.0,2022-07,21
Erwin#1716,1.0,2022-07,5
Erinieks#3878,1.0,2021-03,2
Epicmantis#2090,1.0,2022-07,18
EnteMente69#1559,1.0,2022-07,22
Enginerd6183#9972,1.0,2022-02,8
Empire437#6701,1.0,2022-07,1
Emote Manager#1439,1.0,2022-07,19
Emmanuelnm03#0496,1.0,2022-07,5
Emir Farhadzada#4728,1.0,2022-03,4
Emilyyyy#7263,1.0,2019-08,23
Emerium Beam#3922,1.0,2021-06,11
Emelraymon#0967,1.0,2021-09,6
Emeka john#9955,1.0,2022-09,16
Elon Musk#6526,1.0,2022-07,5
Ellu#6792,1.0,2022-07,20
EllaBean#9225,1.0,2022-07,19
ElissonAmbrocio#2019,1.0,2021-12,12
Eliaz#4849,1.0,2022-06,20
Ds PEIXINHO#2606,1.0,2022-07,19
Droi#8967,1.0,2021-08,18
Dreimaruuuuu#3016,1.0,2022-07,18
Dredbin#3110,1.0,2022-02,2
Dixie Leffler#8566,1.0,2021-06,5
Discord Team#5870,1.0,2021-05,5
Dinesh N#1374,1.0,2021-12,10
Din Morsa Bre#2534,1.0,2022-07,5
Dima Syrotkin#0736,1.0,2022-01,15
Diego Alexander DTS - 03#9355,1.0,2022-06,7
